Code postal,departement,dep_nom,Nom de la structure,Adresse postale,Numero de téléphone,Site Web,Nom Prenom du référent,Mail contact,Activites proposees,Activites-codes,Initions et/ou formations proposées,Formations-codes,Conditions d'acces,acces-codes,Public,publics-codes,APTIC,Date de mise a jour,URL illustration / Logo
49410,49,Maine-et-Loire,Cybercentre - ERN ValMauges,ZI DE LA LANDE (Saint-Florent-le-Vieil) 49410 Mauges-sur-Loire,,https://cybercentrevalmauges.wordpress.com/,,,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
49420,49,Maine-et-Loire,Bibliothèque Jules Mougin-Pouancé,4 Boulevard de la Prevalaye (Pouancé) 49420 Ombrée d'Anjou,02 41 92 48 21,https://www.ombreedanjou.fr/bibliotheque-jules-mougin-pouance/,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
49430,49,Maine-et-Loire,"Maison de services au public Durtal
",11 Rue Joseph Cugnot 49430 Durtal,02 41 96 10 40,https://www.ccals.fr/maisons-des-services-au-public/,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
49440,49,Maine-et-Loire,CARSAT,1 Avenue Firmin Tortiger 49440 Candé,,https://demarchesadministratives.fr/caisses-de-retraite/cande-49440,,,"Démarches administratives en ligne
Conseils
Premiers pas Internet
Prise en main logiciels","DeAd
Co
PrIn
PrLo","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
49460,49,Maine-et-Loire,Espace Jeunesse / PIJ,10 Rue Lamartine 49460 Montreuil-Juigné,,,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
49480,49,Maine-et-Loire,Espace jeunesse / PIJ,Avenue de la Francaiserie (Saint-Sylvain-d'Anjou) 49480 Verrières-en-Anjou,,,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
49490,49,Maine-et-Loire,Maison de services au public,1 Rue d'Anjou 49490 Noyant-Villages,,https://www.maisondeservicesaupublic.fr/content/maison-de-services-au-public-de-noyant-villages,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
49500,49,Maine-et-Loire,Comité d' expansion du Segré,LA MAISON NEUVE (Aviré) 49500 Segré-en-Anjou Bleu,,http://annuaire.mediation-numerique.fr/epn_2755.html,,,,,,,,,,,,,
49520,49,Maine-et-Loire,EPIDE-Combrée,1 Rue Chevalier d'Avoynes (Combrée) 49520 Ombrée d'Anjou,02 41 94 94 14,https://www.epide.fr/a-propos-de-lepide/nos-centres/detail-centre/?centre=13&cHash=a1f93279683534976d958cf5aebb5452,Recrutement des “volontaires” M. Marc Fivel-Demoret,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,jeunes entre 18 et 25 ans,Ej,,,
49520,49,Maine-et-Loire,Cyber-base Maine 301,8 Rue Mazagran 72110 Bonnétable,,https://www.mainesaosnois.fr/culture/espace-numerique/public/,,,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
49600,49,Maine-et-Loire,Centre social Evre et Mauges,10 Rue du Sous Préfet Barre 49600 Beaupréau-en-Mauges,,https://evreetmauges.centres-sociaux.fr/,,accueil@cs-evreetmauges.fr,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",Gratuit sous condition-Payant à coût solidaire,"G
CondP",Jeunes-Adultes-Personnes âgées,Tp,,05/02/2020,
49600,49,Maine-et-Loire,Cybercentre de Beaupréau en Mauges,8 rue du sous préfet Barré Beaupréau 49600 Beaupréau-en-Mauges,,https://www.beaupreauenmauges.fr/decouvrir-et-sortir/sport-loisirs-culture/culture/cybercentre,,cybercentre@beaupreauenmauges.fr,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",Gratuit sous conditions,"G
CondP",Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,,05/02/2020,
49600,49,Maine-et-Loire,Maison de services au public,10 Rue du Sous Préfet Barre 49600 Beaupréau-en-Mauges,,,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
49610,49,Maine-et-Loire,EMILA de Juigné-sur-Loire / Réseau ERN,7 Rue de Chambretault (Juigné-sur-Loire) 49610 Les Garennes sur Loire,,,,,,,,,,,,,,,
49610,49,Maine-et-Loire,EMILA de St-Melaine-sur-Aubance / Réseau ERN,5 Rue Armand Brousse 49610 Saint-Melaine-sur-Aubance,,,,,,,,,,,,,,,
49610,49,Maine-et-Loire,Espace Multimédia Jean Carmet,Rue Jean Thuleau 49610 Mûrs-Erigné,,,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
49620,49,Maine-et-Loire,Centre social Val'Mauges,Place du Bourg Davy (La Pommeraye) 49620 Mauges-sur-Loire,,http://centresocial-valmauges.fr/,,val.mauges@orange.fr,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",Gratuit-Payant,"G
P",Adultes-Personnes âgées,Tp,,05/02/2020,
49630,49,Maine-et-Loire,Espace Public Numérique de CORNé,39 Place Paul Mauget (Corné) 49630 Loire-Authion,,,,,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
49 630,49,Maine-et-Loire,Cybercentre,8 rue de Bellevue 49630 Corné - Loire-Authion,783 981 854,www.aicla.fr ,CADI Maxime,vlan@aicla.fr,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au","Initiations / Formations :
Adhésion obligatoire :
15€/an/familles de Loire-Authion
20€/an/familles hors Loire-Authion
30€/an pour les associations (avec une liste des membres actifs ou bénéficiaires).
10€/an/individuel pour les + 60 ans
Tarif Activité  se renseigner auprès de l'animateur.","G
CondP",Tous publics,Tp,Demande d'éligibilité en cours,27/02/2022,
49 630,49,Maine-et-Loire,Médiathèque Bouquins Passion,Centre Socio-culturel des moulins  Impasse Jules Frémont 49630 Corné - Loire-Authion,783 981 854,www.aicla.fr ,CADI Maxime,vlan@aicla.fr,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au","Initiations / Formations :
Adhésion obligatoire :
15€/an/familles de Loire-Authion
20€/an/familles hors Loire-Authion
30€/an pour les associations (avec une liste des membres actifs ou bénéficiaires).
10€/an/individuel pour les + 60 ans
Tarif Activité  se renseigner auprès de l'animateur.","G
CondP",Tous publics,Tp,Demande d'éligibilité en cours,27/02/2023,
49640,49,Maine-et-Loire,?,4 Rue des écoles (Daumeray) 49640 Morannes sur Sarthe-Daumeray,,,,,,,,,,,,,,,
49650,49,Maine-et-Loire,Espace Public Numérique Brainois,Place de la Mairie 49650 Brain-sur-Allonnes,,,,,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
49700,49,Maine-et-Loire,Centre socioculturel du Douessin,5 Place de Justice de Paix (Doué-la-Fontaine) 49700 Doué-en-Anjou,02 41 59 84 52,https://cscdouessin.centres-sociaux.fr/,,accueil@cscdouessin.fr,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",Payant,P,Adultes-Personnes âgées,Tp,,05/02/2020,
49730,49,Maine-et-Loire,Club Informatique RAVI,10 B Rue de la Loire 49730 Varennes-sur-Loire,0241673427ou02415,http://perso.wanadoo.fr/ravi.varennes,,,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
49800,49,Maine-et-Loire,A.I.D.A.L,Rue du 8 Mai 1945 (Andard) 49800 Loire-Authion,,http://www.aidal.fr/,,,,,,,,,,,,,
49800,49,Maine-et-Loire,Cybercentre de Trélazé,18 Rue Ludovic Menard 49800 Trélazé,,http://www.terre-des-sciences.fr/multimedia/les-cybercentres/le-cybercentre-de-la-roseraie-et-de-trelaze/,,,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
49800,49,Maine-et-Loire,Point Cyb – Médiathèque des 4 vents,2 Rue de la Croix de Bois (Brain-sur-l'Authion) 49800 Loire-Authion,,,,,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
49800,49,Maine-et-Loire,Point Cyb La Bohalle,Passage de la Mairie (La Daguenière) 49800 Loire-Authion,,,,,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
49800,49,Maine-et-Loire,Point Cyb La Daguenière,29 Rue Ligerienne (La Daguenière) 49800 Loire-Authion,,,,,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
49800,49,Maine-et-Loire,Médiathèque Au Fil des Pages,Espace Culturel  9 rue du Parc - 49800 Andard - Loire-Authion,783 981 854,www.aicla.fr ,CADI Maxime,vlan@aicla.fr,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au","Initiations / Formations :
Adhésion obligatoire :
15€/an/familles de Loire-Authion
20€/an/familles hors Loire-Authion
30€/an pour les associations (avec une liste des membres actifs ou bénéficiaires).
10€/an/individuel pour les + 60 ans
Tarif Activité  se renseigner auprès de l'animateur.",,Tous publics,Tp,Demande d'éligibilité en cours,27/02/2024,
49800,49,Maine-et-Loire,Médiathèque des 4 vents,2 rue de la Croix de Bois - 49800 Brain-sur-l'Authion - Loire-Authion,783 981 854,www.aicla.fr ,CADI Maxime,vlan@aicla.fr,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au","Initiations / Formations :
Adhésion obligatoire :
15€/an/familles de Loire-Authion
20€/an/familles hors Loire-Authion
30€/an pour les associations (avec une liste des membres actifs ou bénéficiaires).
10€/an/individuel pour les + 60 ans
Tarif Activité  se renseigner auprès de l'animateur.",,Tous publics,Tp,Demande d'éligibilité en cours,27/02/2025,
49800,49,Maine-et-Loire,Bibliothèque Au Fil des Mots,Rue Ligérienne - 49800 La Daguenière - Loire-Authion,783 981 854,www.aicla.fr ,CADI Maxime,vlan@aicla.fr,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au","Initiations / Formations :
Adhésion obligatoire :
15€/an/familles de Loire-Authion
20€/an/familles hors Loire-Authion
30€/an pour les associations (avec une liste des membres actifs ou bénéficiaires).
10€/an/individuel pour les + 60 ans
Tarif Activité  se renseigner auprès de l'animateur.",,Tous publics,Tp,Demande d'éligibilité en cours,27/02/2026,
49800,49,Maine-et-Loire,Bibliothèque Entre Loire et Authion,Rue de la Salette - 49800 La Bohalle - Loire-Authion,783 981 854,www.aicla.fr ,CADI Maxime,vlan@aicla.fr,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au","Initiations / Formations :
Adhésion obligatoire :
15€/an/familles de Loire-Authion
20€/an/familles hors Loire-Authion
30€/an pour les associations (avec une liste des membres actifs ou bénéficiaires).
10€/an/individuel pour les + 60 ans
Tarif Activité  se renseigner auprès de l'animateur.",,Tous publics,Tp,Demande d'éligibilité en cours,27/02/2027,
53000,53,Mayenne,La Ligue de l'enseignement,31 Allée du Vieux Saint Louis 53000 LAVAL,243530717,https://laligue53.org/,Pétron Camille,camille.petron@laligue53.org,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",Gratuit / Certaines conditions en fonctions des activités (affiliations  adhésion...),,Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,Oui,06/02/2020,
53000,53,Mayenne,Orange Solidarité/Fondation Orange,124  Boulevard Becquerel 53000 Laval,06 70 13 02 57,www.fondationorange.com,Picard Jean-Michel,jeanmichel.picard@orangesolidarite.com,"Prise en main du matériel
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne","PrMa 
PrLo
PrIn
DeAd","Formations collectives
Initiations
Accompagnements collectifs","FoCo 
In
AcCo",Gratuit  organisation à la demande.,"G
CondP",Adultes / Familles,Tp,Non,17/03/2020,
53100,53,Mayenne,PIJ,44 Place Gambetta 53100 Mayenne,06 78 29 73 99,http://lespossibles.org/,Florine Olivier,pij@lespossibles.org,"Premiers pas sur internet
Démarches administratives en ligne","PrIn
DeAd","Accompagnements individuels
Autonomie","AcIn
Au",Gratuit,G,,,,,
53100,53,Mayenne,Médiathèque Le Grand Nord,Esplanade François Mitterrand 53100 Mayenne,02 43 11 19 70,http://www.legrandnord.fr/,,mediatheque@legrandnord.fr,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
Culture FabLab","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu
CuFa","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",Pour utiliser les machines; il faut être adhérent de la médiathèque.Une participation financière est demandée pour les frais des consommables (à partir de 0.50 €),"CondP
G",Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,,,
53100,53,Mayenne,Les Possibles,44  place Gambetta,06 66 04 76 95,www.lespossibles.org,Christophe DOUSSIN,c.doussin@lespossibles.org,"Prise en main du matériel
Prise en main des logiciels de base
Premiers pas sur internet","PrMa
PrLo
PrIn","Formations collectives
Accompagnements individuels","FoCo
AcIn","Gratuit et en accès libre pour les accompagnements individuels
Adhésion à l'association et inscription gratuite pour les formations collectives","CondP
G",Tous publics,Tp,Non,27/02/2020,
53100,53,Mayenne,Médiathèque Jean-Loup Trassard,"Pôle culturel Le Grand Nord

Esplanade François Mitterrand  53100 Mayenne",2 43 11 19 71,http://www.legrandnord.fr/,Mauny Sabrina,sabrina.mauny@mayennecommunaute.fr,"Culture numérique
Culture FabLab","CuNu
CuFa",Autonomie,Au,"Accès à la médaithèque : Gratuit pour les habitants de Mayenne Communauté / 10€ hors Mayenne Communauté.

Les postes de consultations Internet se font en autonomie. La connexion 
se fait grâce à un code d'accès que vous obtenez lors de votre 
inscription.

Pour utiliser les machines à commande numérique de l'espace miniLab  vous devez être à jour de votre inscription à la médiathèque","G
CondP
P",Tous publics,Tp,Non,17/03/2020,
53110,53,Mayenne,Maison de service au Public Mayenne Communauté,18 place du 8 Mai 1945 – BP 18b,02 43 04 71 53,http://www.lassay-les-chateaux.fr/actualites/,,,"Premiers pas sur internet
Démarches administratives en ligne","PrIn
DeAd","Accompagnements individuels
Autonomie","AcIn
Au",Gratuit,G,,,,,
53140,53,Mayenne,Espace France Service de la communauté de communes du mont des avaloirs,1 Rue de la Corniche de Pail (Pré-en-Pail) 53140 Pré-en-Pail-Saint-Samson,02 43 04 63 75,cc-montdesavaloirs.fr,,rsp@cc-montdesavaloirs.fr,"Premiers pas sur internet
Démarches administratives en ligne","PrIn
DeAd","Accompagnements individuels
Autonomie","AcIn
Au",Gratuit,G,,,,,
53140,53,Mayenne,Communauté de commune du Mont des Avaloirs,"1 rue de la corniche de pail
Pré en pail
53140 PRE EN PAIL SAINT SAMSON",243 301 111,www.cc-montdesavaloirs.fr,TERRIEN Maud,rsp@cc-montdesavaloirs.fr,"Premiers pas sur internet
Démarches administratives en ligne","PrIn
DeAd","Accompagnements individuels
Autonomie","AcIn
Au",Gratuit,G,Tous publics,Tp,Non,27/02/2021,
53160,53,Mayenne,La Maison de Services au Public des Coëvrons,2 Avenue Auguste Janvier 53160 Bais,243377100,https://www.coevrons.fr/sites/www.coevrons.fr/files/atoms/files/msap_bais_plaquette.pdf,Catherine Mézange,msap-bais@coevrons.fr,"Premiers pas sur internet
Démarches administratives en ligne","PrIn
DeAd","Accompagnements individuels
Autonomie","AcIn
Au",Gratuit,G,,,,,
53170,53,Mayenne,La Maison de services au public du Pays de Meslay-Grez,1 Voie de la Guiternièe 53170 Meslay-du-Maine,243642406,http://www.paysmeslaygrez.fr/,,msap@paysmeslaygrez.fr,"Premiers pas sur internet
Démarches administratives en ligne","PrIn
DeAd","Accompagnements individuels
Autonomie","AcIn
Au",Gratuit,G,,,,,
53170,53,Mayenne,L'Espace multimédia du Pays de Meslay-Grez,1 Voie de la Guiternière 53170 Meslay-du-Maine,243642900,http://www.paysmeslaygrez.fr/HABITER/Services-aux-particuliers/Espace-Multimedia/L-acces-a-l-informatique-pour-tous,,,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",Accessible à tous aux horaires d'ouverture du Pôle Intercommunal,"G
CondP",Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,,,
53200,53,Mayenne,Communauté de Communes du Pays de Château-Gontier,23 Place de la République 53200 Château-Gontier,02.43.09.50.53,http://mediatheque.chateaugontier.fr/,,,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,,,
53300,53,Mayenne,La Maison de services au public,6 Place du Château 53300 Ambrières-les-Vallées,,,,directiontechnique@cc-bocagemayennais.fr,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
53320,53,Mayenne,La Maison de services au public du Pays de Loiron,La Chapelle du Chêne (Loiron) 53320 Loiron-Ruillé,02 43 02 19 31,https://www.maisondeservicesaupublic.fr/content/laval-agglomeration-pole-loiron,,msap@agglo-laval.fr,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
53400,53,Mayenne,Maison de services au public Pays de Craon,29 Rue de la Libération 53400 Craon,02 43 09 09 65,https://www.maisondeservicesaupublic.fr/content/pays-de-craon,,msap@vendeegrandlittoral.fr,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,,,
53500,53,Mayenne,EDI l'Escapade,Parc d'Activités de la Querminais 53500 Ernée,02 43 05 46 31,http://www.cc-lernee.fr/,,edi@lernee.fr,"Prise en main du matériel

Prise en main des logiciels de base
Premiers pas sur internet","PrMa
PrLo
PrIn",Formations collectives-Niveau basique,FoCo,Gratuit,G,Adultes-Personnes âgées,Tp,,05/02/2020,
53600,53,Mayenne,Espace Coëvrons,Avenue Raoul Vadepied 53600 Châtres-la-Forêt,02 43 66 32,https://www.coevrons.fr/,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
53600,53,Mayenne,La Maison de Services au Public d'Evron,6 rue de Hetford 53600 Evron,"02 43 01 78 03
",https://www.coevrons.fr/acteurs-services/maison-de-services-au-public-Evron,ElisabethPérigois,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
53700,53,Mayenne,Communauté de Communes du Mont des Avaloirs,17 Boulevard du Général de Gaulle 53700 Villaines-la-Juhel,02.43.30.13.13,https://www.cc-montdesavaloirs.fr/,,centre.ressources@cc-montdesavaloirs.fr,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
72100,72,Sarthe,Azimconsulting,19 Boulevard Marie et Alexandre Oyon 72100 Le Mans,06 09 98 19 89,https://www.azimconsulting.com/,,,,,,,,,,,,,
72100,72,Sarthe,Maison de l'Emploi et de la Formation Le Mans Métropole Pays du Mans,Place des Sablons 72100 Le Mans,02 43 84 90 92,https://www.cchautesarthealpesmancelles.fr/,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
72100,72,Sarthe,Mission Locale de l'Agglomération Mancelle,5 BIS Boulevard Winston Churchill 72100 Le Mans (é),02 43 84 16 60,https://www.gralon.net/mairies-france/sarthe/service-mission-locale-de-l-agglomeration-mancelle-le-mans_12192.htm#,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
72100,72,Sarthe,Centre culturel L' Espal,62 Rue de l'Esterel 72100 Le Mans,02 20 43 20 50,https://www.quinconces-espal.com/les-quinconces-lespal,,,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
